Well Name,# Stages,# Clusters ,Estimated Average Stage Time,Actual Average Stage Time,Frac Fleet,Fleet Type,Target Formation,Field Area,Ambient Temperature,Grid,Diesel,CNG,Fuel Type,Sand Provider 
Chouteau 2H,50,318,96,107.6,Fleet 2,Simul,Lone Star,Guadalupe,81.3,0,0,13633,Turbine,SAND_C_X
Chouteau 3H,50,397,96,108.2,Fleet 2,Simul,Lone Star,Guadalupe,81.3,0,0,13633,Turbine,SAND_C_X
Chouteau 4H,51,357,96,114.3,Fleet 2,Simul,Longhorn,Guadalupe,81.3,0,0,13633,Turbine,SAND_C_A
Chouteau 5H,51,392,,,Fleet 2,Simul,Longhorn,Guadalupe,81.3,0,0,13421,Turbine,SAND_C_A
Ware 1H,76,542,106.7,,Fleet 9,Simul,Monarch Butterfly,Moody Center,81.6,0,18445,17004,DGB,SAND_C_A
Ware 2H,76,509,106.7,114.4,Fleet 9,Simul,Monarch Butterfly,Moody Center,81.6,0,25228,16310,DGB,SAND_C_R
Ware 3H,64,443,102.4,113.8,Fleet 9,Simul,Rodeo,Moody Center,81.6,0,21644,13924,DGB,SAND_C_A
Ware 4H,76,497,96,113.3,Fleet 9,Simul,Longhorn,Moody Center,81.6,0,18425,17868,DGB,SAND_C_X
Ware 5H,76,504,106.7,114.9,Fleet 9,Simul,Bluebonnet,Moody Center,81.6,0,16257,18294,DGB,SAND_C_X
Ware 6H,76,501,96,110.5,Fleet 9,Simul,Cowboy,Moody Center,81.6,0,16627,17257,DGB,SAND_C_X
Kane 1H,64,429,85.7,97.7,Fleet 8,Zipper,Longhorn,West Campus,82.1,0,40508,15235,DGB,SAND_C_X
Kane 2H,64,480,76.2,86.2,Fleet 8,Zipper,Bluebonnet,West Campus,82.1,0,34814,13101,DGB,SAND_C_A
Kane 3H,53,357,73.1,81.4,Fleet 8,Zipper,Rodeo,West Campus,82.1,0,23584,10704,DGB,SAND_C_R
Cata?o 4H,53,347,70.7,94.8,Fleet 11,Zipper,Longhorn,Guadalupe,82.2,0,101838,0,Diesel,SAND_C_X
Cata?o 5H,53,376,70.7,92.7,Fleet 11,Zipper,Longhorn,Guadalupe,82.2,0,98046,0,Diesel,SAND_C_X
Whitfield 1H,68,514,85.7,101.2,Fleet 4,Zipper,Lone Star,The Tower,82.6,0,0,22208,Turbine,SAND_C_X
Whitfield 2H,68,477,85.7,100.7,Fleet 4,Zipper,Lone Star,The Tower,82.6,0,0,22208,Turbine,SAND_C_A
Holmes 1H,65,460,120,131.6,Fleet 14,Simul,Cowboy,Turtle Pond,82.7,0,133046,0,Diesel,SAND_C_X
Holmes 2H,65,480,120,,Fleet 14,Simul,Cowboy,Turtle Pond,82.7,0,127286,0,Diesel,SAND_C_A
Holmes 3H,65,426,120,132.1,Fleet 14,Simul,Cowboy,Turtle Pond,82.7,0,132832,0,Diesel,SAND_C_A
Holmes 4H,62,427,120,,Fleet 14,Simul,Lone Star,Turtle Pond,82.7,0,133293,0,Diesel,SAND_C_X
Holmes 5H,62,427,120,135.6,Fleet 14,Simul,Lone Star,Turtle Pond,82.7,0,129020,0,Diesel,SAND_C_A
Holmes 6H,62,470,,132.5,Fleet 14,Simul,Lone Star,Turtle Pond,82.7,0,130718,0,Diesel,SAND_C_R
Peoria 1H,53,386,,119.1,Fleet 1,Simul,Rodeo,West Campus,82.7,0,0,14312,Turbine,SAND_C_X
Peoria 2H,64,404,120,,Fleet 1,Simul,Longhorn,West Campus,82.7,0,0,19707,Turbine,SAND_C_R
Peoria 3H,64,472,120,137.9,Fleet 1,Simul,Longhorn,West Campus,82.7,0,0,19727,Turbine,SAND_C_X
Peoria 4H,64,430,106.7,120,Fleet 1,Simul,Bluebonnet,West Campus,,0,0,16553,Turbine,SAND_C_A
Shelby 1H,43,325,,120.3,Fleet 2,Simul,Cowboy,West Campus,,1028749,0,0,Grid,SAND_C_R
Shelby 2H,51,400,,145.6,Fleet 2,Simul,Monarch Butterfly,West Campus,,825385,0,0,Grid,SAND_C_A
Shelby 3H,51,375,106.7,117.2,Fleet 2,Simul,Longhorn,West Campus,83.1,1052413,0,0,Grid,SAND_C_X
Shelby 4H,51,322,106.7,147.8,Fleet 2,Simul,Rodeo,West Campus,83.1,723268,0,0,Grid,SAND_C_X
Shelby 5H,51,329,106.7,125.6,Fleet 2,Simul,Bluebonnet,West Campus,83.1,1024146,0,0,Grid,SAND_C_A
Shelby 6H,43,273,102.4,,Fleet 2,Simul,Rodeo,West Campus,83.1,795339,0,0,Grid,SAND_C_A
Bibb 1H,50,360,78.1,96.8,Fleet 15,Zipper,Longhorn,The Tower,83.4,0,95464,0,Diesel,SAND_C_X
Bibb 2H,50,391,78.1,96.8,Fleet 15,Zipper,Longhorn,The Tower,,0,95669,0,Diesel,SAND_C_X
Bibb 3H,50,381,78.1,95.6,Fleet 15,Zipper,Longhorn,The Tower,83.4,0,93961,0,Diesel,SAND_C_R
Worth 1H,64,461,,,Fleet 8,Zipper,Rodeo,Moody Center,83.5,0,35268,14658,DGB,SAND_C_R
Worth 2H,76,537,68.6,85.7,Fleet 8,Zipper,Longhorn,Moody Center,83.5,0,45683,13876,DGB,SAND_C_R
Worth 3H,76,549,76.2,91.3,Fleet 8,Zipper,Bluebonnet,Moody Center,83.5,0,49518,14671,DGB,SAND_C_X
Worth 4H,76,543,68.6,81.5,Fleet 8,Zipper,Cowboy,Moody Center,83.5,0,42993,13873,DGB,SAND_C_X
Kalawao 1H,93,662,,,Fleet 7,Simul,Pecan Tree,Gregory Gym,83.6,0,85805,23549,DGB,SAND_C_R
Kalawao 2H,93,678,160,173.1,Fleet 7,Simul,Pecan Tree,Gregory Gym,83.6,0,91258,24372,DGB,SAND_C_X
Kalawao 3H,76,510,106.7,,Fleet 7,Simul,Bluebonnet,Gregory Gym,,0,53269,13328,DGB,SAND_C_R
Kalawao 4H,76,540,96,113.5,Fleet 7,Simul,Longhorn,Gregory Gym,83.6,0,57976,12820,DGB,SAND_C_A
Kalawao 5H,76,563,96,,Fleet 7,Simul,Longhorn,Gregory Gym,83.6,0,57688,12626,DGB,SAND_C_A
Kalawao 6H,76,518,106.7,124.3,Fleet 7,Simul,Lone Star,Gregory Gym,83.6,0,53858,14178,DGB,SAND_C_X
Wayne 1H,50,397,109.3,,Fleet 12,Simul,Longhorn,CPE,83.7,0,99097,0,Diesel,SAND_C_X
Wayne 2H,50,369,120,124.4,Fleet 12,Simul,Cowboy,CPE,,0,99018,0,Diesel,SAND_C_A
Wayne 3H,50,324,109.3,122,Fleet 12,Simul,Longhorn,CPE,83.7,0,91753,0,Diesel,SAND_C_A
Wayne 4H,50,354,120,,Fleet 12,Simul,Cowboy,CPE,83.7,0,96887,0,Diesel,SAND_C_A
Wayne 5H,50,305,,119.7,Fleet 12,Simul,Longhorn,CPE,,0,91441,0,Diesel,SAND_C_X
Wayne 6H,50,305,120,127,Fleet 12,Simul,Cowboy,CPE,83.7,0,96560,0,Diesel,SAND_C_R
Scott 1H,43,303,73.1,,Fleet 5,Zipper,Rodeo,West Campus,83.7,0,0,13581,Turbine,SAND_C_X
Scott 2H,51,325,85.7,80.3,Fleet 5,Zipper,Longhorn,West Campus,83.7,0,0,16740,Turbine,SAND_C_X
Scott 3H,51,395,,79.8,Fleet 5,Zipper,Longhorn,West Campus,83.7,0,0,13581,Turbine,SAND_C_X
Scott 4H,51,386,62.9,76.4,Fleet 5,Zipper,Monarch Butterfly,West Campus,83.7,0,0,13581,Turbine,SAND_C_X
Scott 5H,51,380,76.2,91.8,Fleet 5,Zipper,Bluebonnet,West Campus,83.7,0,0,13581,Turbine,SAND_C_X
Scott 6H,51,321,76.2,93.4,Fleet 5,Zipper,Cowboy,West Campus,83.7,0,0,13581,Turbine,SAND_C_A
Butler 1H,97,646,,,Fleet 7,Simul,Monarch Butterfly,DKR,84,0,50902,12015,DGB,SAND_C_A
Butler 2H,95,617,80,124,Fleet 7,Simul,Cowboy,DKR,84,0,51658,13039,DGB,SAND_C_A
Butler 3H,71,532,106.7,124.7,Fleet 7,Simul,Bluebonnet,DKR,,0,39934,10478,DGB,SAND_C_R
Linn 1H,66,495,106.7,122.3,Fleet 1,Simul,Bluebonnet,Moody Center,84.2,0,0,19353,Turbine,SAND_C_X
Linn 2H,66,511,96,111.4,Fleet 1,Simul,Longhorn,Moody Center,84.2,0,0,17788,Turbine,SAND_C_R
Linn 3H,66,511,106.7,119.8,Fleet 1,Simul,Monarch Butterfly,Moody Center,84.2,0,0,19916,Turbine,SAND_C_A
Linn 4H,66,463,96,116,Fleet 1,Simul,Cowboy,Moody Center,84.2,0,0,14865,Turbine,SAND_C_A
Gratiot 1H,50,382,96,116.1,Fleet 2,Simul,Longhorn,Guadalupe,,0,2784,13664,DGB,SAND_C_X
Gratiot 2H,51,397,96,112.4,Fleet 2,Simul,Cowboy,Guadalupe,84.7,0,2784,13664,DGB,SAND_C_X
Gratiot 3H,50,344,96,113.9,Fleet 2,Simul,Cowboy,Guadalupe,84.7,0,2784,13664,DGB,SAND_C_X
Gratiot 4H,50,306,96,110.6,Fleet 2,Simul,Longhorn,Guadalupe,84.7,0,2784,13664,DGB,SAND_C_X
Gratiot 5H,51,310,96,112.9,Fleet 2,Simul,Cowboy,Guadalupe,84.7,0,2784,13664,DGB,SAND_C_R
Floyd 1H,50,330,68.6,89.3,Fleet 11,Zipper,Bluebonnet,CPE,84.8,0,80737,0,Diesel,SAND_C_R
Floyd 2H,50,349,68.6,86.6,Fleet 11,Zipper,Bluebonnet,CPE,84.8,0,79949,0,Diesel,SAND_C_R
Floyd 3H,50,325,68.6,85.1,Fleet 11,Zipper,Bluebonnet,CPE,84.8,0,78221,0,Diesel,SAND_C_X
Lenawee 1H,69,448,114.3,137.3,Fleet 4,Zipper,Pecan Tree,West Campus,84.9,0,17258,30737,DGB,SAND_C_R
Lenawee 2H,69,495,114.3,138.9,Fleet 4,Zipper,Pecan Tree,West Campus,,0,17258,30975,DGB,SAND_C_R
Trujillo Alto 1H,60,399,96,107.3,Fleet 12,Simul,Bluebonnet,Guadalupe,84.9,0,95700,0,Diesel,SAND_C_X
Trujillo Alto 2H,60,420,96,103.5,Fleet 12,Simul,Bluebonnet,Guadalupe,84.9,0,93534,0,Diesel,SAND_C_X
Trujillo Alto 3H,60,391,96,104.5,Fleet 12,Simul,Monarch Butterfly,Guadalupe,84.9,0,80002,0,Diesel,SAND_C_A
Trujillo Alto 5H,50,314,102.4,110,Fleet 12,Simul,Rodeo,Guadalupe,84.9,0,71471,0,Diesel,SAND_C_X
Trujillo Alto 6H,50,384,102.4,109.9,Fleet 12,Simul,Rodeo,Guadalupe,,0,67796,0,Diesel,SAND_C_X
Owyhee 2H,84,557,160,181.3,Fleet 2,Simul,Pecan Tree,DKR,84.9,2579890,0,0,Grid,SAND_C_A
Owyhee 3H,84,620,160,184.1,Fleet 2,Simul,Pecan Tree,DKR,84.9,2523999,0,0,Grid,SAND_C_X
Owyhee 4H,84,538,160,187,Fleet 2,Simul,Pecan Tree,DKR,,2591226,0,0,Grid,SAND_C_A
Osceola 1H,37,301,,129.6,Fleet 8,Zipper,Pecan Tree,West Campus,,0,51769,10643,DGB,SAND_C_A
Osceola 2H,37,271,114.3,130.6,Fleet 8,Zipper,Pecan Tree,West Campus,,0,51072,10664,DGB,SAND_C_A
Osceola 3H,37,239,,131,Fleet 8,Zipper,Pecan Tree,West Campus,85,0,51137,10282,DGB,SAND_C_X
Pulaski 1H,71,503,106.7,117.6,Fleet 7,Simul,Bluebonnet,DKR,85,0,46706,10721,DGB,SAND_C_X
Pulaski 2H,95,637,90,111.2,Fleet 7,Simul,Longhorn,DKR,85,0,58604,13415,DGB,SAND_C_R
Pulaski 3H,71,517,106.7,,Fleet 7,Simul,Cowboy,DKR,85,0,41569,10727,DGB,SAND_C_X
Pulaski 4H,59,433,,117.2,Fleet 7,Simul,Rodeo,DKR,85,0,33769,8483,DGB,SAND_C_A
Pulaski 5H,71,465,106.7,118.3,Fleet 7,Simul,Monarch Butterfly,DKR,85,0,37395,10080,DGB,SAND_C_X
Pulaski 6H,71,512,120,136.8,Fleet 7,Simul,Longhorn,DKR,85,0,43248,12251,DGB,SAND_C_X
Kauai 1H,84,622,62.9,77.9,Fleet 4,Zipper,Monarch Butterfly,DKR,85,0,0,19288,Turbine,SAND_C_R
Kauai 2H,84,605,62.9,78,Fleet 4,Zipper,Monarch Butterfly,DKR,85,0,0,19288,Turbine,SAND_C_X
Kauai 3H,84,575,62.9,76.2,Fleet 4,Zipper,Monarch Butterfly,DKR,85,0,0,19288,Turbine,SAND_C_A
Caribou 1H,76,530,,122.9,Fleet 1,Simul,Bluebonnet,Gregory Gym,85,0,0,18616,Turbine,SAND_C_X
Caribou 2H,76,566,106.7,123.3,Fleet 1,Simul,Bluebonnet,Gregory Gym,85,0,0,18865,Turbine,SAND_C_A
Caribou 3H,76,562,96,119.1,Fleet 1,Simul,Longhorn,Gregory Gym,85,0,0,18117,Turbine,SAND_C_X
Caribou 4H,76,569,106.7,121.8,Fleet 1,Simul,Lone Star,Gregory Gym,85,0,0,17989,Turbine,SAND_C_X
Barren 1H,50,347,76.2,,Fleet 8,Zipper,Bluebonnet,Gregory Gym,85.2,0,33665,10787,DGB,SAND_C_X
Barren 2H,50,338,76.2,87.4,Fleet 8,Zipper,Bluebonnet,Gregory Gym,85.2,0,36021,10552,DGB,SAND_C_R
Barren 3H,50,375,76.2,88.1,Fleet 8,Zipper,Bluebonnet,Gregory Gym,85.2,0,33589,10956,DGB,SAND_C_A
Cata?o 3H,53,348,70.7,95.1,Fleet 11,Zipper,Cowboy,Guadalupe,85.2,0,99892,0,Diesel,SAND_C_A
Hampden 1H,76,559,120,131,Fleet 14,Simul,Cowboy,Turtle Pond,85.2,0,157970,0,Diesel,SAND_C_A
Hampden 2H,76,517,120,130.5,Fleet 14,Simul,Cowboy,Turtle Pond,85.2,0,144696,0,Diesel,SAND_C_A
Hampden 3H,75,555,106.7,123.7,Fleet 14,Simul,Longhorn,Turtle Pond,85.2,0,153535,0,Diesel,SAND_C_A
Hampden 4H,75,508,106.7,126.6,Fleet 14,Simul,Longhorn,Turtle Pond,85.2,0,145612,0,Diesel,SAND_C_X
Hampden 5H,76,536,120,131.6,Fleet 14,Simul,Lone Star,Turtle Pond,,0,148774,0,Diesel,SAND_C_R
Taylor 1H,75,567,120,133.9,Fleet 14,Simul,Lone Star,Turtle Pond,85.3,0,152740,0,Diesel,SAND_C_R
Taylor 2H,75,480,120,,Fleet 14,Simul,Lone Star,Turtle Pond,85.3,0,152740,0,Diesel,SAND_C_R
Taylor 3H,75,575,120,134.5,Fleet 14,Simul,Cowboy,Turtle Pond,,0,152740,0,Diesel,SAND_C_R
Taylor 4H,75,493,109.3,123.6,Fleet 14,Simul,Longhorn,Turtle Pond,85.3,0,140047,0,Diesel,SAND_C_X
Taylor 5H,75,532,,125.9,Fleet 14,Simul,Longhorn,Turtle Pond,85.3,0,140047,0,Diesel,SAND_C_R
De Soto 1H,43,290,73.1,86.9,Fleet 4,Zipper,Rodeo,Guadalupe,85.3,0,0,8041,Turbine,SAND_C_A
De Soto 2H,51,317,76.2,97.7,Fleet 4,Zipper,Longhorn,Guadalupe,85.3,0,0,13672,Turbine,SAND_C_A
De Soto 4H,51,363,76.2,93,Fleet 4,Zipper,Cowboy,Guadalupe,85.3,0,0,13556,Turbine,SAND_C_X
Utuado 2H,50,362,78.1,94.4,Fleet 10,Zipper,Longhorn,CPE,85.6,0,103182,0,Diesel,SAND_C_A
Utuado 3H,50,348,,95.4,Fleet 10,Zipper,Longhorn,CPE,,0,107635,0,Diesel,SAND_C_A
Assumption 1H,51,360,114.3,,Fleet 8,Zipper,Pecan Tree,CPE,85.8,0,51647,13655,DGB,SAND_C_R
Assumption 2H,51,401,114.3,128.7,Fleet 8,Zipper,Pecan Tree,CPE,85.8,0,38591,11991,DGB,SAND_C_X
Assumption 3H,51,360,,,Fleet 8,Zipper,Pecan Tree,CPE,85.8,0,50851,13784,DGB,SAND_C_A
Bacon 1H,50,340,,84.7,Fleet 2,Simul,Bluebonnet,Gregory Gym,85.8,0,84709,0,Diesel,SAND_C_R
Bacon 2H,42,263,102.4,,Fleet 2,Simul,Rodeo,Gregory Gym,85.8,0,67062,0,Diesel,SAND_C_R
St. Croix 1H,75,496,96,85.5,Fleet 2,Simul,Bluebonnet,Turtle Pond,85.9,0,127352,0,Diesel,SAND_C_R
St. Croix 2H,75,569,96,84.7,Fleet 2,Simul,Bluebonnet,Turtle Pond,85.9,0,137891,0,Diesel,SAND_C_X
St. Croix 3H,62,471,102.4,88.6,Fleet 2,Simul,Rodeo,Turtle Pond,85.9,0,111378,0,Diesel,SAND_C_X
Cata?o 1H,53,378,70.7,103.1,Fleet 11,Zipper,Cowboy,Guadalupe,,0,102627,0,Diesel,SAND_C_A
Cata?o 2H,53,364,70.7,,Fleet 11,Zipper,Cowboy,Guadalupe,86,0,99569,0,Diesel,SAND_C_X
Dorchester 1H,75,570,76.2,88.8,Fleet 6,Zipper,Longhorn,Turtle Pond,,0,54781,14214,DGB,SAND_C_X
Dorchester 2H,75,550,85.7,99.7,Fleet 6,Zipper,Lone Star,Turtle Pond,,0,62041,16388,DGB,SAND_C_X
Dorchester 3H,75,495,85.7,100,Fleet 6,Zipper,Lone Star,Turtle Pond,86.1,0,61940,15891,DGB,SAND_C_A
Dorchester 4H,75,535,85.7,99.9,Fleet 6,Zipper,Cowboy,Turtle Pond,86.1,0,64134,16217,DGB,SAND_C_A
Oconto 1H,49,307,85.7,98,Fleet 15,Zipper,Lone Star,CPE,86.5,0,104226,0,Diesel,SAND_C_R
Oconto 2H,50,316,85.7,97.9,Fleet 15,Zipper,Lone Star,CPE,86.5,0,104701,0,Diesel,SAND_C_X
Oconto 3H,50,334,85.7,,Fleet 15,Zipper,Lone Star,CPE,86.5,0,100451,0,Diesel,SAND_C_X
Hillsborough 1H,42,290,,126.7,Fleet 12,Simul,Bluebonnet,Moody Center,86.6,0,78614,0,Diesel,SAND_C_X
Hillsborough 2H,42,278,,,Fleet 12,Simul,Bluebonnet,Moody Center,,0,81684,0,Diesel,SAND_C_X
Hillsborough 4H,55,368,92,100.5,Fleet 12,Simul,Monarch Butterfly,Moody Center,,0,69872,0,Diesel,SAND_C_R
Hillsborough 5H,55,386,92,,Fleet 12,Simul,Monarch Butterfly,Moody Center,86.6,0,78205,0,Diesel,SAND_C_R
Ashley 1H,75,526,96,,Fleet 2,Simul,Monarch Butterfly,Guadalupe,86.7,0,121183,0,Diesel,SAND_C_R
Ashley 2H,62,389,102.4,92.9,Fleet 2,Simul,Rodeo,Guadalupe,86.7,0,113538,0,Diesel,SAND_C_X
Ashley 3H,75,523,96,102.5,Fleet 2,Simul,Longhorn,Guadalupe,86.7,0,137658,0,Diesel,SAND_C_R
Ashley 4H,75,536,96,,Fleet 2,Simul,Bluebonnet,Guadalupe,86.7,0,130687,0,Diesel,SAND_C_X
Ashley 5H,75,519,96,90.2,Fleet 2,Simul,Lone Star,Guadalupe,86.7,0,134322,0,Diesel,SAND_C_X
Ashley 6H,75,543,96,92,Fleet 2,Simul,Longhorn,Guadalupe,86.7,0,130021,0,Diesel,SAND_C_R
Rawlins 1H,64,437,114.3,134.1,Fleet 8,Zipper,Pecan Tree,CPE,86.8,0,76038,16186,DGB,SAND_C_X
Rawlins 2H,64,450,114.3,133.9,Fleet 8,Zipper,Pecan Tree,CPE,86.8,0,78358,18032,DGB,SAND_C_X
Newton 1H,50,373,120,131.7,Fleet 14,Simul,Lone Star,The Tower,86.8,0,94613,0,Diesel,SAND_C_X
Newton 2H,50,325,120,131,Fleet 14,Simul,Lone Star,The Tower,86.8,0,94365,0,Diesel,SAND_C_X
Newton 3H,50,323,,131.4,Fleet 14,Simul,Lone Star,The Tower,,0,91938,0,Diesel,SAND_C_A
Newton 4H,50,323,120,132,Fleet 14,Simul,Cowboy,The Tower,86.8,0,94392,0,Diesel,SAND_C_A
Newton 5H,50,310,120,132.2,Fleet 14,Simul,Cowboy,The Tower,86.8,0,94154,0,Diesel,SAND_C_A
Sheridan 1H,91,674,57.1,71,Fleet 4,Zipper,Cowboy,Moody Center,87,0,0,22047,Turbine,SAND_C_X
Sheridan 2H,91,606,57.1,71.3,Fleet 4,Zipper,Cowboy,Moody Center,,0,0,21447,Turbine,SAND_C_A
Sheridan 3H,68,522,57.1,70.1,Fleet 4,Zipper,Cowboy,Moody Center,87,0,0,12229,Turbine,SAND_C_X
Hendry 1H,62,464,,100.6,Fleet 10,Zipper,Longhorn,Turtle Pond,,0,129455,0,Diesel,SAND_C_R
Hendry 2H,62,437,78.1,100,Fleet 10,Zipper,Longhorn,Turtle Pond,87.4,0,138905,0,Diesel,SAND_C_X
Hendry 3H,62,432,78.1,106.1,Fleet 10,Zipper,Longhorn,Turtle Pond,87.4,0,139844,0,Diesel,SAND_C_A
Scott 1H,50,396,68.6,79.9,Fleet 15,Zipper,Monarch Butterfly,DKR,87.6,0,72435,0,Diesel,SAND_C_A
Scott 2H,50,350,68.6,80.3,Fleet 15,Zipper,Monarch Butterfly,DKR,87.6,0,74449,0,Diesel,SAND_C_X
Scott 3H,50,311,,,Fleet 15,Zipper,Monarch Butterfly,DKR,87.6,0,74041,0,Diesel,SAND_C_X
Sharp 1H,75,517,68.6,91,Fleet 11,Zipper,Monarch Butterfly,Guadalupe,,0,127096,0,Diesel,SAND_C_A
Sharp 2H,62,442,73.1,94.9,Fleet 11,Zipper,Rodeo,Guadalupe,87.9,0,114705,0,Diesel,SAND_C_X
Sharp 3H,75,537,68.6,96,Fleet 11,Zipper,Lone Star,Guadalupe,87.9,0,145091,0,Diesel,SAND_C_X
Sharp 4H,75,536,68.6,92.8,Fleet 11,Zipper,Bluebonnet,Guadalupe,87.9,0,141542,0,Diesel,SAND_C_X
Sharp 5H,75,496,68.6,96.8,Fleet 11,Zipper,Longhorn,Guadalupe,87.9,0,141889,0,Diesel,SAND_C_R
Jefferson 2H,44,265,70.7,85.7,Fleet 15,Zipper,Cowboy,Guadalupe,88,0,79574,0,Diesel,SAND_C_X
Jefferson 3H,44,299,70.7,88.3,Fleet 15,Zipper,Cowboy,Guadalupe,88,0,78324,0,Diesel,SAND_C_R
Jefferson 4H,44,296,70.7,84.3,Fleet 15,Zipper,Longhorn,Guadalupe,88,0,76277,0,Diesel,SAND_C_X
Jefferson 5H,44,299,70.7,,Fleet 15,Zipper,Longhorn,Guadalupe,88,0,78353,0,Diesel,SAND_C_R
Miami 1H,75,533,,145.9,Fleet 14,Simul,Lone Star,Guadalupe,88,0,120543,0,Diesel,SAND_C_X
Miami 2H,75,540,106.7,129,Fleet 14,Simul,Longhorn,Guadalupe,88,0,130358,0,Diesel,SAND_C_A
Miami 3H,75,510,106.7,128,Fleet 14,Simul,Lone Star,Guadalupe,88,0,153946,0,Diesel,SAND_C_A
Miami 4H,75,518,,124.7,Fleet 14,Simul,Longhorn,Guadalupe,88,0,140588,0,Diesel,SAND_C_A
Miami 5H,75,518,106.7,125.8,Fleet 14,Simul,Longhorn,Guadalupe,,0,135938,0,Diesel,SAND_C_X
Van Buren 1H,50,374,68.6,84.3,Fleet 10,Zipper,Bluebonnet,Turtle Pond,88.1,0,88197,0,Diesel,SAND_C_A
Van Buren 2H,50,368,68.6,85.1,Fleet 10,Zipper,Bluebonnet,Turtle Pond,88.1,0,88469,0,Diesel,SAND_C_A
Van Buren 3H,50,302,,85.7,Fleet 10,Zipper,Bluebonnet,Turtle Pond,88.1,0,88301,0,Diesel,SAND_C_R
Clark 1H,75,551,76.2,97.5,Fleet 6,Zipper,Bluebonnet,Guadalupe,,0,47956,15469,DGB,SAND_C_A
Clark 2H,75,565,76.2,,Fleet 6,Zipper,Bluebonnet,Guadalupe,,0,46864,15239,DGB,SAND_C_A
Clark 3H,62,443,73.1,97.9,Fleet 6,Zipper,Rodeo,Guadalupe,88.2,0,39016,11918,DGB,SAND_C_A
Clark 4H,62,445,73.1,,Fleet 6,Zipper,Rodeo,Guadalupe,88.2,0,39739,11992,DGB,SAND_C_R
Chaffee 1H,50,302,96,102.9,Fleet 14,Simul,Monarch Butterfly,Guadalupe,88.2,0,67001,0,Diesel,SAND_C_X
Chaffee 2H,50,377,96,103.6,Fleet 14,Simul,Monarch Butterfly,Guadalupe,88.2,0,67402,0,Diesel,SAND_C_X
Chaffee 3H,42,261,102.4,107,Fleet 14,Simul,Rodeo,Guadalupe,88.2,0,61258,0,Diesel,SAND_C_R
Chaffee 4H,42,298,,,Fleet 14,Simul,Rodeo,Guadalupe,,0,60446,0,Diesel,SAND_C_A
Chaffee 5H,50,388,96,104.7,Fleet 14,Simul,Bluebonnet,Guadalupe,88.2,0,67121,0,Diesel,SAND_C_R
Chaffee 6H,50,318,,105.3,Fleet 14,Simul,Bluebonnet,Guadalupe,88.2,0,67295,0,Diesel,SAND_C_R
Lincoln 1H,50,385,76.2,,Fleet 4,Zipper,Bluebonnet,Gregory Gym,88.4,0,0,13975,Turbine,SAND_C_R
Lincoln 2H,50,320,76.2,91.3,Fleet 4,Zipper,Bluebonnet,Gregory Gym,88.4,0,0,13532,Turbine,SAND_C_R
Lincoln 3H,50,350,76.2,92.5,Fleet 4,Zipper,Lone Star,Gregory Gym,88.4,0,0,13887,Turbine,SAND_C_R
Lincoln 4H,50,391,85.7,,Fleet 4,Zipper,Longhorn,Gregory Gym,88.4,0,0,15583,Turbine,SAND_C_X
Lincoln 5H,50,332,85.7,,Fleet 4,Zipper,Longhorn,Gregory Gym,88.4,0,0,15554,Turbine,SAND_C_R
Lincoln 6H,50,369,76.2,93.8,Fleet 4,Zipper,Lone Star,Gregory Gym,88.4,0,0,13932,Turbine,SAND_C_R
Calloway 1H,66,444,96,112.3,Fleet 1,Simul,Cowboy,Moody Center,88.7,0,0,18555,Turbine,SAND_C_X
Calloway 2H,66,434,106.7,117.6,Fleet 1,Simul,Monarch Butterfly,Moody Center,,0,0,19741,Turbine,SAND_C_X
Calloway 3H,66,490,96,114.9,Fleet 1,Simul,Longhorn,Moody Center,88.7,0,0,18455,Turbine,SAND_C_X
Calloway 4H,66,493,106.7,116.4,Fleet 1,Simul,Bluebonnet,Moody Center,88.7,0,0,19950,Turbine,SAND_C_X
Calloway 5H,55,411,102.4,115,Fleet 1,Simul,Rodeo,Moody Center,88.7,0,0,13868,Turbine,SAND_C_A
Calloway 6H,55,408,102.4,116.7,Fleet 1,Simul,Rodeo,Moody Center,,0,0,15950,Turbine,SAND_C_X
Aroostook 1H,75,475,133.3,145.4,Fleet 9,Simul,Lone Star,Gregory Gym,88.9,0,61789,15795,DGB,SAND_C_X
Aroostook 2H,75,535,,129.9,Fleet 9,Simul,Longhorn,Gregory Gym,88.9,0,54067,13731,DGB,SAND_C_X
Aroostook 3H,75,520,120,131.3,Fleet 9,Simul,Longhorn,Gregory Gym,88.9,0,63389,13868,DGB,SAND_C_X
Aroostook 4H,75,480,,,Fleet 9,Simul,Lone Star,Gregory Gym,,0,70937,15656,DGB,SAND_C_R
Aroostook 5H,75,477,120,,Fleet 9,Simul,Longhorn,Gregory Gym,88.9,0,51940,14729,DGB,SAND_C_R
Aroostook 6H,75,548,133.3,136.6,Fleet 9,Simul,Lone Star,Gregory Gym,88.9,0,73492,14717,DGB,SAND_C_X
Clark 1H,75,509,85.7,97.5,Fleet 6,Zipper,Lone Star,Gregory Gym,89,0,64341,15526,DGB,SAND_C_R
Clark 2H,75,557,76.2,97.6,Fleet 6,Zipper,Longhorn,Gregory Gym,89,0,59514,13961,DGB,SAND_C_X
Clark 3H,75,530,,97.9,Fleet 6,Zipper,Lone Star,Gregory Gym,89,0,63010,15274,DGB,SAND_C_X
